Katastralgemeindenummer;Katastralgemeinde_Name;Bundesland;GWA;NAPV Anlage 5 Gebiet;Faktor für Saldo;GW-Acker Layer;Feuchtgebiet;Trockengebiet
66210;Hart bei Straden;Steiermark;X;;0,6;Feuchtgebiet;X;
66211;Hofstätten;Steiermark;X;;0,6;Feuchtgebiet;X;
66212;Krobathen;Steiermark;X;;0,6;Feuchtgebiet;X;
66213;Kronnersdorf;Steiermark;X;;0,6;Feuchtgebiet;X;
66214;Landorf;Steiermark;X;;0,6;Feuchtgebiet;X;
66215;Lichendorf;Steiermark;X;X;0,6;Feuchtgebiet;X;
66216;Marktl;Steiermark;X;;0,6;Feuchtgebiet;X;
66217;Mettersdorf;Steiermark;X;;0,6;Feuchtgebiet;X;
66218;Mureck;Steiermark;X;X;0,6;Feuchtgebiet;X;
66219;Nägelsdorf;Steiermark;X;;0,6;Feuchtgebiet;X;
66220;Oberrakitsch;Steiermark;X;X;0,6;Feuchtgebiet;X;
66221;Oberschwarza;Steiermark;X;X;0,6;Feuchtgebiet;X;
66222;Oberspitz;Steiermark;X;;0,6;Feuchtgebiet;X;
66223;Perbersdorf bei St. Peter;Steiermark;X;;0,6;Feuchtgebiet;X;
66224;Perbersdorf bei St. Veit;Steiermark;X;;0,6;Feuchtgebiet;X;
66225;Pichla;Steiermark;X;X;0,6;Feuchtgebiet;X;
66226;Rannersdorf;Steiermark;X;;0,6;Feuchtgebiet;X;
66227;Ratschendorf;Steiermark;X;X;0,6;Feuchtgebiet;X;
66228;Rohrbach;Steiermark;X;;0,6;Feuchtgebiet;X;
66229;Salsach;Steiermark;X;X;0,6;Feuchtgebiet;X;
66230;St. Peter am Ottersbach;Steiermark;X;;0,6;Feuchtgebiet;X;
66231;Schrötten;Steiermark;X;;0,6;Feuchtgebiet;X;
66232;Schwabau;Steiermark;X;;0,6;Feuchtgebiet;X;
66233;Seibersdorf bei St. Veit;Steiermark;X;X;0,6;Feuchtgebiet;X;
66234;Siebing;Steiermark;X;;0,6;Feuchtgebiet;X;
66235;Straden;Steiermark;X;;0,6;Feuchtgebiet;X;
66236;Trössing;Steiermark;X;;0,6;Feuchtgebiet;X;
66237;Eichfeld;Steiermark;X;X;0,6;Feuchtgebiet;X;
66238;Unterschwarza;Steiermark;X;X;0,6;Feuchtgebiet;X;
66239;Unterspitz;Steiermark;X;;0,6;Feuchtgebiet;X;
66240;Waasen am Berg;Steiermark;X;;0,6;Feuchtgebiet;X;
66241;Weinburg;Steiermark;X;;0,6;Feuchtgebiet;X;
66242;Weitersfeld;Steiermark;X;X;0,6;Feuchtgebiet;X;
66243;Wieden-Klausen;Steiermark;X;;0,6;Feuchtgebiet;X;
66244;Wiersdorf;Steiermark;X;;0,6;Feuchtgebiet;X;
66245;Wittmannsdorf;Steiermark;X;;0,6;Feuchtgebiet;X;
66246;Zehensdorf;Steiermark;X;;0,6;Feuchtgebiet;X;
66247;Weixelbaum;Steiermark;X;X;0,6;Feuchtgebiet;X;
66248;Haselbach;Steiermark;X;;0,6;Feuchtgebiet;X;
66301;Altneudörfl;Steiermark;X;X;0,6;Feuchtgebiet;X;
66302;Dedenitz;Steiermark;X;X;0,6;Feuchtgebiet;X;
66303;Deutsch Haseldorf;Steiermark;X;;0,6;Feuchtgebiet;X;
66304;Dietzen;Steiermark;X;X;0,6;Feuchtgebiet;X;
66305;Donnersdorf;Steiermark;X;X;0,6;Feuchtgebiet;X;
66306;Dornau;Steiermark;X;X;0,6;Feuchtgebiet;X;
66307;Drauchen;Steiermark;X;X;0,6;Feuchtgebiet;X;
66308;Goritz bei Radkersburg;Steiermark;X;X;0,6;Feuchtgebiet;X;
66309;Grössing;Steiermark;X;;0,6;Feuchtgebiet;X;
66310;Gruisla;Steiermark;X;;0,6;Feuchtgebiet;X;
66311;Halbenrain;Steiermark;X;X;0,6;Feuchtgebiet;X;
66313;Hof bei Straden;Steiermark;X;;0,6;Feuchtgebiet;X;
66314;Hürth;Steiermark;X;X;0,6;Feuchtgebiet;X;
66315;Hummersdorf;Steiermark;X;X;0,6;Feuchtgebiet;X;
66316;Jörgen;Steiermark;X;;0,6;Feuchtgebiet;X;
66317;Kellerdorf;Steiermark;X;X;0,6;Feuchtgebiet;X;
66318;Klöch;Steiermark;X;;0,6;Feuchtgebiet;X;
66319;Laafeld;Steiermark;X;X;0,6;Feuchtgebiet;X;
66320;Laasen;Steiermark;X;;0,6;Feuchtgebiet;X;
66321;Leitersdorf I;Steiermark;X;X;0,6;Feuchtgebiet;X;
66322;Leitersdorf II;Steiermark;X;X;0,6;Feuchtgebiet;X;
66323;Neusetz;Steiermark;X;;0,6;Feuchtgebiet;X;
66324;Oberkarla;Steiermark;X;;0,6;Feuchtgebiet;X;
66325;Oberpurkla;Steiermark;X;X;0,6;Feuchtgebiet;X;
66326;Patzen;Steiermark;X;;0,6;Feuchtgebiet;X;
66327;Pfarrsdorf;Steiermark;X;X;0,6;Feuchtgebiet;X;
66328;Pichla bei Radkersburg;Steiermark;X;;0,6;Feuchtgebiet;X;
66329;Pölten;Steiermark;X;;0,6;Feuchtgebiet;X;
66330;Pridahof;Steiermark;X;X;0,6;Feuchtgebiet;X;
66331;Radkersburg;Steiermark;X;X;0,6;Feuchtgebiet;X;
66332;Radochen;Steiermark;X;;0,6;Feuchtgebiet;X;
66333;Sicheldorf;Steiermark;X;X;0,6;Feuchtgebiet;X;
66334;Sögersdorf;Steiermark;X;X;0,6;Feuchtgebiet;X;
66335;Tieschen;Steiermark;X;;0,6;Feuchtgebiet;X;
66336;Unterkarla;Steiermark;X;;0,6;Feuchtgebiet;X;
66337;Unterpurkla;Steiermark;X;X;0,6;Feuchtgebiet;X;
66339;Zelting;Steiermark;X;X;0,6;Feuchtgebiet;X;
66340;Klöchberg;Steiermark;X;;0,6;Feuchtgebiet;X;
66401;Allerheiligen;Steiermark;X;;0,6;Feuchtgebiet;X;
66402;Badendorf;Steiermark;X;;0,6;Feuchtgebiet;X;
66403;Breitenfeld;Steiermark;X;;0,6;Feuchtgebiet;X;
66404;Empersdorf;Steiermark;X;;0,6;Feuchtgebiet;X;
66405;Feiting;Steiermark;X;;0,6;Feuchtgebiet;X;
66406;Felgitsch;Steiermark;X;;0,6;Feuchtgebiet;X;
66407;Fliessing;Steiermark;;;;;;
66408;Hainsdorf;Steiermark;X;;0,6;Feuchtgebiet;X;
66409;Hart;Steiermark;X;X;0,6;Feuchtgebiet;X;
66410;Haslach;Steiermark;X;X;0,6;Feuchtgebiet;X;
66411;Heiligenkreuz am Waasen;Steiermark;X;;0,6;Feuchtgebiet;X;
66412;Hengsberg;Steiermark;;;;;;
66413;Kainach;Steiermark;X;;0,6;Feuchtgebiet;X;
66414;Komberg;Steiermark;X;;0,6;Feuchtgebiet;X;
66415;Kühberg;Steiermark;X;;0,6;Feuchtgebiet;X;
66417;Lappach;Steiermark;X;;0,6;Feuchtgebiet;X;
66418;Lebring;Steiermark;X;X;0,6;Feuchtgebiet;X;
66419;Matzelsdorf;Steiermark;X;;0,6;Feuchtgebiet;X;
66421;Ragnitz;Steiermark;X;;0,6;Feuchtgebiet;X;
66422;St. Georgen an der Stiefing;Steiermark;X;;0,6;Feuchtgebiet;X;
66423;St. Margareten;Steiermark;X;;0,6;Feuchtgebiet;X;
66424;St. Ulrich am Waasen;Steiermark;X;;0,6;Feuchtgebiet;X;
66425;Schönberg;Steiermark;X;;0,6;Feuchtgebiet;X;
66426;Schrötten;Steiermark;;;;;;
66427;Stocking;Steiermark;X;X;0,6;Feuchtgebiet;X;
66428;Sukdull;Steiermark;X;;0,6;Feuchtgebiet;X;
66429;Unterhaus;Steiermark;X;;0,6;Feuchtgebiet;X;
66430;Weitendorf;Steiermark;X;;0,6;Feuchtgebiet;X;
66431;Wildon;Steiermark;X;;0,6;Feuchtgebiet;X;
66432;Wolfsberg;Steiermark;X;;0,6;Feuchtgebiet;X;
66434;Wutschdorf;Steiermark;X;;0,6;Feuchtgebiet;X;
66435;Marchtring;Steiermark;X;;0,6;Feuchtgebiet;X;
67001;Altaussee;Steiermark;;;;;;
67002;Bad Aussee;Steiermark;;;;;;
67003;Grundlsee;Steiermark;;;;;;
67004;Krungl;Steiermark;;;;;;
67005;Lupitsch;Steiermark;;;;;;
67006;Mitterndorf;Steiermark;;;;;;
67007;Obertressen;Steiermark;;;;;;
67008;Pichl;Steiermark;;;;;;
67009;Reitern;Steiermark;;;;;;
67010;Straßen;Steiermark;;;;;;
67101;Altenmarkt;Steiermark;;;;;;
67102;Bergerviertel;Steiermark;;;;;;
67103;Essling;Steiermark;;;;;;
67104;Gams;Steiermark;;;;;;
67105;Krippau;Steiermark;;;;;;
67106;Landl;Steiermark;;;;;;
67107;Oberreith;Steiermark;;;;;;
67108;Palfau;Steiermark;;;;;;
67109;Reiflingviertel;Steiermark;;;;;;
67110;St. Gallen;Steiermark;;;;;;
67111;Weißenbach an der Enns;Steiermark;;;;;;
67112;Wildalpen;Steiermark;;;;;;
67113;Wolfsbachau;Steiermark;;;;;;
67201;Diemlern;Steiermark;;;;;;
67202;Gröbming;Steiermark;;;;;;
67203;Großsölk;Steiermark;;;;;;
67204;Kleinsölk;Steiermark;;;;;;
67205;Lengdorf;Steiermark;;;;;;
67206;Michaelerberg;Steiermark;;;;;;
67207;Mitterberg;Steiermark;;;;;;
67208;Öblarn;Steiermark;;;;;;
67209;Pruggern;Steiermark;;;;;;
67210;St. Martin;Steiermark;;;;;;
67211;St. Nikolai;Steiermark;;;;;;
67212;Sonnberg;Steiermark;;;;;;
67301;Aigen;Steiermark;;;;;;
67302;Altirdning;Steiermark;;;;;;
67303;Donnersbach;Steiermark;;;;;;
67304;Donnersbachwald;Steiermark;;;;;;
67305;Erlsberg;Steiermark;;;;;;
67306;Gatschen;Steiermark;;;;;;
67307;Irdning;Steiermark;;;;;;
67308;Ketten;Steiermark;;;;;;
67309;Klachau;Steiermark;;;;;;
67310;Lantschern;Steiermark;;;;;;
67311;Neuhaus;Steiermark;;;;;;
67312;Niederöblarn;Steiermark;;;;;;
67313;Pürgg;Steiermark;;;;;;
67314;Raumberg;Steiermark;;;;;;
67315;Stainach;Steiermark;;;;;;
67316;Tauplitz;Steiermark;;;;;;
67317;Vorberg;Steiermark;;;;;;
67318;Wörschach;Steiermark;;;;;;
67319;Zlem;Steiermark;;;;;;
67401;Admont;Steiermark;;;;;;
67402;Aigen;Steiermark;;;;;;
67403;Ardning;Steiermark;;;;;;
67404;Johnsbach;Steiermark;;;;;;
67405;Krumau;Steiermark;;;;;;
67406;Liezen;Steiermark;;;;;;
67407;Oberhall;Steiermark;;;;;;
67408;Pyhrn;Steiermark;;;;;;
67409;Reithtal;Steiermark;;;;;;
67410;Unterhall;Steiermark;;;;;;
67411;Weißenbach bei Liezen;Steiermark;;;;;;
67412;Weng;Steiermark;;;;;;
67501;Au;Steiermark;;;;;;
67502;Bärndorf;Steiermark;;;;;;
67503;Büschendorf;Steiermark;;;;;;
67504;Dietmannsdorf;Steiermark;;;;;;
67505;Edlach;Steiermark;;;;;;
67506;Furth;Steiermark;;;;;;
67507;Gaishorn;Steiermark;;;;;;
67508;Lassing Schattseite;Steiermark;;;;;;
67509;Lassing Sonnseite;Steiermark;;;;;;
67510;Oppenberg;Steiermark;;;;;;
67511;Rottenmann;Steiermark;;;;;;
67512;Schwarzenbach;Steiermark;;;;;;
67513;Selzthal;Steiermark;;;;;;
67514;Singsdorf;Steiermark;;;;;;
67515;St. Lorenzen;Steiermark;;;;;;
67516;Treglwang;Steiermark;;;;;;
67517;Trieben;Steiermark;;;;;;
67601;Aich;Steiermark;;;;;;
67602;Ennsling;Steiermark;;;;;;
67603;Gössenberg;Steiermark;;;;;;
67604;Haus;Steiermark;;;;;;
67605;Klaus;Steiermark;;;;;;
67606;Leiten;Steiermark;;;;;;
67607;Oberhaus;Steiermark;;;;;;
67608;Pichl;Steiermark;;;;;;
67609;Preunegg;Steiermark;;;;;;
67610;Ramsau;Steiermark;;;;;;
67611;Rohrmoos;Steiermark;;;;;;
67612;Schladming;Steiermark;;;;;;
67613;Untertal;Steiermark;;;;;;
67614;Weißenbach;Steiermark;;;;;;
68001;Amassegg;Steiermark;;;;;;
68002;Anger;Steiermark;;;;;;
68003;Aschau;Steiermark;;;;;;
68004;Ausseregg;Steiermark;;;;;;
68005;Baierdorf;Steiermark;;;;;;
68006;Birkfeld;Steiermark;;;;;;
68007;Falkenstein;Steiermark;;;;;;
68008;Feistritz;Steiermark;;;;;;
68009;Fischbach;Steiermark;;;;;;
68010;Gasen;Steiermark;;;;;;
68011;Grubbauer;Steiermark;;;;;;
68012;Gschaid bei Birkfeld;Steiermark;;;;;;
68013;Haslau;Steiermark;;;;;;
68014;Kirchenviertel;Steiermark;;;;;;
68015;Inneres Kaltenegg;Steiermark;;;;;;
68016;Landau;Steiermark;;;;;;
68017;Mitterbach;Steiermark;;;;;;
68018;Naintsch;Steiermark;;;;;;
68019;Oberfeistritz;Steiermark;;;;;;
68020;Offenegg;Steiermark;;;;;;
68021;Pacher;Steiermark;;;;;;
68022;Piregg;Steiermark;;;;;;
68023;Rabendorf;Steiermark;;;;;;
68024;Rettenegg;Steiermark;;;;;;
68025;Rossegg;Steiermark;;;;;;
68026;Sallegg;Steiermark;;;;;;
68027;St. Kathrein am Hauenstein;Steiermark;;;;;;
68028;Sonnleitberg;Steiermark;;;;;;
68029;Strallegg;Steiermark;;;;;;
68030;Viertelfeistritz;Steiermark;;;;;;
68031;Völlegg;Steiermark;;;;;;
68032;Waisenegg;Steiermark;;;;;;
68033;Weiglhof;Steiermark;;;;;;
68101;Albersdorf;Steiermark;;;;;;
68102;Arnwiesen;Steiermark;;;;;;
68103;Egelsdorf;Steiermark;;;;;;
68104;Entschendorf;Steiermark;;;;;;
68105;Flöcking;Steiermark;;;;;;
68106;Frösauberg;Steiermark;;;;;;
68107;Frösaugraben;Steiermark;;;;;;
68108;Fünfing bei Gleisdorf;Steiermark;;;;;;
68109;Gamling;Steiermark;;;;;;
68110;Gersdorf;Steiermark;;;;;;
68111;Gleisdorf;Steiermark;;;;;;
68112;Gnieß;Steiermark;;;;;;
68113;Goggitsch;Steiermark;;;;;;
68114;Großpesendorf;Steiermark;;;;;;
68115;Gschmaier;Steiermark;;;;;;
68116;Hart;Steiermark;;;;;;
68117;Hartensdorf;Steiermark;;;;;;
68118;Hartmannsdorf;Steiermark;;;;;;
68119;Hirnsdorf;Steiermark;;;;;;
68120;Hofstätten;Steiermark;;;;;;
68121;Kalch;Steiermark;;;;;;
68122;Kaltenbrunn;Steiermark;;;;;;
68123;Kroisbach;Steiermark;;;;;;
68124;Kulming;Steiermark;;;;;;
68125;Labuch;Steiermark;;;;;;
68126;Ludersdorf;Steiermark;;;;;;
68127;St. Margarethen an der Raab;Steiermark;;;;;;
68128;Nagl;Steiermark;;;;;;
68129;Neudorf;Steiermark;;;;;;
68130;Nitscha;Steiermark;;;;;;
68131;Nitschaberg;Steiermark;;;;;;
68132;Obergroßau;Steiermark;;;;;;
68133;Oberrettenbach;Steiermark;;;;;;
68134;Oed;Steiermark;;;;;;
68136;Pircha;Steiermark;;;;;;
68137;Pirching;Steiermark;;;;;;
68138;Pischelsdorf;Steiermark;;;;;;
68139;Postelgraben;Steiermark;;;;;;
68140;Pöllau bei Gleisdorf;Steiermark;;;;;;
68141;Prebensdorf;Steiermark;;;;;;
68142;Prebuch;Steiermark;;;;;;
68143;Preßguts;Steiermark;;;;;;
68144;Reichendorf;Steiermark;;;;;;
68145;Rohrbach;Steiermark;;;;;;
68146;Romatschachen;Steiermark;;;;;;
68147;Schachen;Steiermark;;;;;;
68148;Sinabelkirchen;Steiermark;;;;;;
68149;Sulz;Steiermark;;;;;;
68150;Takern I;Steiermark;;;;;;
68151;Takern II;Steiermark;;;;;;
68152;Ungerdorf;Steiermark;;;;;;
68153;Untergroßau;Steiermark;;;;;;
68154;Unterlaßnitz;Steiermark;;;;;;
68155;Unterrettenbach;Steiermark;;;;;;
68156;Urscha;Steiermark;;;;;;
68157;Wetzawinkel;Steiermark;;;;;;
68158;Wilfersdorf;Steiermark;;;;;;
68159;Wolfsgruben bei Gleisdorf;Steiermark;;;;;;
68160;Wollsdorferegg;Steiermark;;;;;;
68161;Wünschendorf;Steiermark;;;;;;
68162;Zöbing;Steiermark;;;;;;
68163;Reith;Steiermark;;;;;;
68201;Affenthal;Steiermark;;;;;;
68202;Arndorf;Steiermark;;;;;;
68203;Arzberg;Steiermark;;;;;;
68204;Birchbaum;Steiermark;;;;;;
68205;Büchel;Steiermark;;;;;;
68206;Dietmannsdorf;Steiermark;;;;;;
68207;Dörfl;Steiermark;;;;;;
68208;Dürnthal;Steiermark;;;;;;
68209;Elz;Steiermark;;;;;;
68210;Etzersdorf;Steiermark;;;;;;
68211;Farcha;Steiermark;;;;;;
68212;Fladnitz an der Teichalpe;Steiermark;;;;;;
68213;Floing;Steiermark;;;;;;
68214;Fünfing bei St. Ruprecht;Steiermark;;;;;;
68215;Garrach;Steiermark;;;;;;
68216;Göttelsberg;Steiermark;;;;;;
68217;Grub;Steiermark;;;;;;
68218;Gschaid bei Weiz;Steiermark;;;;;;
68219;Hafning;Steiermark;;;;;;
68220;Harl;Steiermark;;;;;;
68221;Haselbach;Steiermark;;;;;;
68222;Haufenreith;Steiermark;;;;;;
68223;Höfling;Steiermark;;;;;;
68224;Hohenau;Steiermark;;;;;;
68225;Hohenkogl;Steiermark;;;;;;
68226;Kathrein I. Viertel;Steiermark;;;;;;
68227;Kathrein II. Viertel;Steiermark;;;;;;
68228;Kleinsemmering;Steiermark;;;;;;
68229;Klettendorf;Steiermark;;;;;;
68230;Kramersdorf;Steiermark;;;;;;
68231;Krottendorf;Steiermark;;;;;;
68232;Kühwiesen;Steiermark;;;;;;
68233;Landscha;Steiermark;;;;;;
68234;Leska;Steiermark;;;;;;
68235;Lohngraben;Steiermark;;;;;;
68236;Mitterdorf;Steiermark;;;;;;
68237;Mortantsch;Steiermark;;;;;;
68238;Naas;Steiermark;;;;;;
68239;Neudorf bei St. Ruprecht;Steiermark;;;;;;
68240;Neudorf bei Semriach;Steiermark;;;;;;
68241;Nöstl;Steiermark;;;;;;
68242;Oberdorf bei Stadl;Steiermark;;;;;;
68243;Oberdorf bei Thannhausen;Steiermark;;;;;;
68244;Oberfladnitz;Steiermark;;;;;;
68245;Obergreith;Steiermark;;;;;;
68246;Passail;Steiermark;;;;;;
68247;Peesen;Steiermark;;;;;;
68248;Perndorf;Steiermark;;;;;;
68249;Pichl;Steiermark;;;;;;
68250;Plenzengreith;Steiermark;;;;;;
68251;Ponigl;Steiermark;;;;;;
68252;Preding;Steiermark;;;;;;
68253;Puch;Steiermark;;;;;;
68254;Raas;Steiermark;;;;;;
68255;Reggerstätten;Steiermark;;;;;;
68256;St. Ruprecht an der Raab;Steiermark;;;;;;
68257;Schrems;Steiermark;;;;;;
68258;Steinberg;Steiermark;;;;;;
68259;Stenzengreith;Steiermark;;;;;;
68260;Stockheim;Steiermark;;;;;;
68261;Tober;Steiermark;;;;;;
68262;Trennstein;Steiermark;;;;;;
68263;Unterfeistritz;Steiermark;;;;;;
68264;Unterfladnitz;Steiermark;;;;;;
68265;Untergreith;Steiermark;;;;;;
68266;Weiz;Steiermark;;;;;;
68267;Wolfsgruben bei St. Ruprecht;Steiermark;;;;;;
68268;Wollsdorf;Steiermark;;;;;;
72001;Feistritz im Rosental;Kärnten;;;;;;
72002;Ferlach;Kärnten;;;;;;
72003;Gansdorf;Kärnten;;;;;;
72004;Glainach;Kärnten;;;;;;
72005;Gotschuchen;Kärnten;;;;;;
72006;Hundsdorf;Kärnten;;;;;;
72007;Kappel;Kärnten;;;;;;
72008;Kirschentheuer;Kärnten;;;;;;
72009;Loiblthal;Kärnten;;;;;;
72010;Matschach;Kärnten;;;;;;
72011;Niederdörfl;Kärnten;;;;;;
72012;St. Margareten;Kärnten;;;;;;
72013;Seidolach;Kärnten;;;;;;
72014;Suetschach;Kärnten;;;;;;
72015;Unterferlach;Kärnten;;;;;;
72016;Unterloibl;Kärnten;;;;;;
72017;Waidisch;Kärnten;;;;;;
72018;Weizelsdorf;Kärnten;;;;;;
72019;Windisch Bleiberg;Kärnten;;;;;;
72020;Zell bei der Pfarre;Kärnten;;;;;;
72021;Zell bei Sonnegg;Kärnten;;;;;;
72022;Zell im Winkel;Kärnten;;;;;;
72101;Bärndorf;Kärnten;;;;;;
72102;Berg;Kärnten;;;;;;
72103;Blasendorf;Kärnten;;;;;;
72104;Drasing;Kärnten;;;;;;
72105;Ebenthal;Kärnten;;;;;;
72106;Ehrenthal;Kärnten;X;;0,6;Feuchtgebiet;X;
72107;Freudenberg;Kärnten;X;;0,6;Feuchtgebiet;X;
72108;Gammersdorf;Kärnten;X;;0,6;Feuchtgebiet;X;
72109;Göltschach;Kärnten;;;;;;
72110;Goritschitzen;Kärnten;;;;;;
72111;Gradenegg;Kärnten;;;;;;
72112;Gradnitz;Kärnten;;;;;;
72113;Grafenstein;Kärnten;;;;;;
72114;Großbuch;Kärnten;;;;;;
72115;Großkleinberg;Kärnten;;;;;;
72116;Großponfeld;Kärnten;;;;;;
72117;Gurlitsch I;Kärnten;;;;;;
72118;Gurlitsch II;Kärnten;;;;;;
72119;Gurnitz;Kärnten;;;;;;
72120;Hallegg;Kärnten;;;;;;
72121;Hinterradsberg;Kärnten;;;;;;
72122;Hollenburg;Kärnten;;;;;;
72123;Hörtendorf;Kärnten;X;;0,6;Feuchtgebiet;X;
72124;Kading;Kärnten;X;;0,6;Feuchtgebiet;X;
72125;Karnburg;Kärnten;X;;0,6;Feuchtgebiet;X;
72126;Keutschach;Kärnten;;;;;;
72127;Klagenfurt;Kärnten;;;;;;
72128;Kleinbuch;Kärnten;;;;;;
72130;Köttmannsdorf;Kärnten;;;;;;
72131;Kreggab;Kärnten;;;;;;
72132;Kreuth;Kärnten;;;;;;
72133;Krumpendorf;Kärnten;;;;;;
72134;Lassendorf;Kärnten;X;;0,6;Feuchtgebiet;X;
72135;Leibsdorf;Kärnten;;;;;;
72136;Lendorf;Kärnten;;;;;;
72137;Linsenberg;Kärnten;X;;0,6;Feuchtgebiet;X;
72138;Lipizach;Kärnten;;;;;;
72139;Ludmannsdorf;Kärnten;;;;;;
72140;Maria Saal;Kärnten;X;;0,6;Feuchtgebiet;X;
72141;Maria Wörth;Kärnten;;;;;;
72142;Marolla;Kärnten;;;;;;
72143;Mieger;Kärnten;;;;;;
72144;Möderndorf;Kärnten;X;;0,6;Feuchtgebiet;X;
72145;Moosburg;Kärnten;;;;;;
72146;Nagra;Kärnten;;;;;;
72147;Neudorf;Kärnten;;;;;;
72148;Oberdörfl;Kärnten;;;;;;
72149;Ottmanach;Kärnten;X;;0,6;Feuchtgebiet;X;
72150;Pakein;Kärnten;;;;;;
72151;Plescherken;Kärnten;;;;;;
72152;Pörtschach am See;Kärnten;;;;;;
72153;Portendorf;Kärnten;;;;;;
72154;Possau;Kärnten;X;;0,6;Feuchtgebiet;X;
72155;Pritschitz;Kärnten;;;;;;
72156;Pubersdorf;Kärnten;X;;0,6;Feuchtgebiet;X;
72157;Radsberg;Kärnten;;;;;;
72158;Reifnitz;Kärnten;;;;;;
72159;Reigersdorf;Kärnten;X;;0,6;Feuchtgebiet;X;
72160;Replach;Kärnten;;;;;;
72161;Rotschitzen;Kärnten;;;;;;
72162;Rottenstein;Kärnten;;;;;;
72163;Saager;Kärnten;;;;;;
72164;Sallach;Kärnten;;;;;;
72165;St. Bartlmä;Kärnten;;;;;;
72166;St. Kathrein;Kärnten;;;;;;
72167;St. Martin am Techelsberg;Kärnten;;;;;;
72168;St. Martin bei Klagenfurt;Kärnten;;;;;;
72169;St. Michael am Zollfeld;Kärnten;X;;0,6;Feuchtgebiet;X;
72170;St. Nikolai;Kärnten;;;;;;
72171;St. Peter am Karlsberg;Kärnten;;;;;;
72172;St. Peter bei Ebenthal;Kärnten;;;;;;
72173;St. Peter bei Moosburg;Kärnten;;;;;;
72174;St. Peter bei Tentschach;Kärnten;;;;;;
72175;St. Ruprecht bei Klagenfurt;Kärnten;;;;;;
72176;St. Thomas;Kärnten;X;;0,6;Feuchtgebiet;X;
72177;Schiefling am See;Kärnten;;;;;;
72178;Schurianhof;Kärnten;X;;0,6;Feuchtgebiet;X;
72179;Seigbichl;Kärnten;;;;;;
72180;Selkach;Kärnten;;;;;;
72181;Stein;Kärnten;;;;;;
72182;Techelweg;Kärnten;;;;;;
72183;Tentschach;Kärnten;;;;;;
72184;Thon;Kärnten;;;;;;
72185;Tibitsch;Kärnten;;;;;;
72186;Tigring;Kärnten;;;;;;
72187;Timenitz;Kärnten;X;;0,6;Feuchtgebiet;X;
72188;Toppelsdorf;Kärnten;;;;;;
72189;Trabenig-Ebenfeld;Kärnten;;;;;;
72190;Truttendorf;Kärnten;;;;;;
72191;Tschedram;Kärnten;;;;;;
72192;Tuderschitz;Kärnten;;;;;;
72193;Vellach;Kärnten;X;;0,6;Feuchtgebiet;X;
72194;Viktring;Kärnten;;;;;;
72195;Waidmannsdorf;Kärnten;;;;;;
72196;Waltendorf;Kärnten;X;;0,6;Feuchtgebiet;X;
72197;Wellersdorf;Kärnten;;;;;;
72198;Welzenegg;Kärnten;;;;;;
72199;Windisch St. Michael;Kärnten;;;;;;
72200;Wölfnitz;Kärnten;;;;;;
72201;Wurdach;Kärnten;;;;;;
72202;Wutschein;Kärnten;X;;0,6;Feuchtgebiet;X;
72203;Zeiselberg;Kärnten;X;;0,6;Feuchtgebiet;X;
72204;Zell bei Ebenthal;Kärnten;;;;;;
72205;Zinsdorf;Kärnten;X;;0,6;Feuchtgebiet;X;
72301;Albeck;Kärnten;;;;;;
72302;Altsteuerberg;Kärnten;;;;;;
72303;Äußere Teuchen;Kärnten;;;;;;
72304;Bach;Kärnten;;;;;;
72305;Dragelsberg;Kärnten;;;;;;
72306;Ebene Reichenau;Kärnten;;;;;;
72307;Fasching;Kärnten;;;;;;
72308;Feldkirchen;Kärnten;;;;;;
72309;Glanegg;Kärnten;;;;;;
72310;Glanhofen;Kärnten;;;;;;
72311;Gnesau;Kärnten;;;;;;
72312;Gradisch;Kärnten;;;;;;
72313;Großreichenau;Kärnten;;;;;;
72314;Gurk;Kärnten;;;;;;
72315;Hafenberg;Kärnten;;;;;;
72316;Himmelberg;Kärnten;;;;;;
72317;Hochegg;Kärnten;;;;;;
72318;Höfling;Kärnten;X;;0,6;Feuchtgebiet;X;
72319;Klein St. Veit;Kärnten;;;;;;
72320;Maria Feicht;Kärnten;;;;;;
72321;Mitteregg;Kärnten;;;;;;
72322;Neusteuerberg;Kärnten;;;;;;
72323;Ossiach;Kärnten;X;;0,6;Feuchtgebiet;X;
72324;Ossiachberg;Kärnten;;;;;;
72325;Pernegg;Kärnten;;;;;;
72326;Pichlern;Kärnten;X;;0,6;Feuchtgebiet;X;
72327;Rabensdorf;Kärnten;X;;0,6;Feuchtgebiet;X;
72328;Rasting;Kärnten;;;;;;
72329;St. Leonhard;Kärnten;;;;;;
72330;St. Lorenzen;Kärnten;;;;;;
72331;St. Margarethen;Kärnten;;;;;;
72332;St. Ulrich;Kärnten;;;;;;
72333;St. Urban;Kärnten;;;;;;
72334;Saurachberg;Kärnten;;;;;;
72335;Sirnitz;Kärnten;;;;;;
72336;Sittich;Kärnten;;;;;;
72337;Steindorf;Kärnten;X;;0,6;Feuchtgebiet;X;
72338;Stiegl;Kärnten;;;;;;
72339;Tauchendorf;Kärnten;;;;;;
72340;Tiffen;Kärnten;;;;;;
72341;Tschwarzen;Kärnten;;;;;;
72342;Wabl;Kärnten;;;;;;
72343;Wachsenberg;Kärnten;;;;;;
72344;Waiern;Kärnten;;;;;;
